step,b0_x,b0_y,b0_z,b1_x,b1_y,b1_z,b2_x,b2_y,b2_z,b3_x,b3_y,b3_z,b4_x,b4_y,b4_z,b5_x,b5_y,b5_z,b6_x,b6_y,b6_z,b7_x,b7_y,b7_z,b8_x,b8_y,b8_z,b9_x,b9_y,b9_z,b10_x,b10_y,b10_z,b11_x,b11_y,b11_z
704,7.83777475,-3.11404276,-672.066833,7.68365431,-3.17241359,-672.517151,7.52894211,-2.73622417,-672.561768,7.07675314,-2.60643053,-672.372498,6.79759169,-3.12530971,-672.276367,6.45612431,-3.34526563,-671.866516,6.37279654,-3.23403645,-671.268494,6.56064367,-3.16498351,-670.745544,6.3396368,-2.85004878,-670.562012,6.22383785,-2.97155762,-670.543579,6.70517445,-3.06413364,-670.702515,6.92451525,-3.30392456,-670.972351
705,7.83680964,-3.11737728,-674.004089,7.68503523,-3.17563415,-674.450562,7.53079653,-2.73904061,-674.490845,7.08043909,-2.60978222,-674.296082,6.80293703,-3.12704778,-674.202087,6.46453285,-3.34773421,-673.789551,6.38408422,-3.23500514,-673.190918,6.56976366,-3.16923833,-672.666504,6.34477806,-2.85853314,-672.483765,6.23083401,-2.9795866,-672.463135,6.7108655,-3.07088113,-672.623596,6.93366337,-3.30844831,-672.894653
706,7.83582878,-3.12070036,-675.944092,7.68637657,-3.17884231,-676.386658,7.5326128,-2.74188113,-676.422607,7.08416462,-2.61321974,-676.222412,6.80829096,-3.1287477,-676.130432,6.47295237,-3.35016751,-675.715332,6.39539289,-3.23596811,-675.116089,6.57888365,-3.17349911,-674.590149,6.34990358,-2.86702514,-674.408203,6.23785734,-2.98759794,-674.385437,6.7165432,-3.07764864,-674.547424,6.94280672,-3.31295872,-674.819641
707,7.8348341,-3.12401247,-677.886841,7.68767929,-3.18203807,-678.325439,7.53439045,-2.74474406,-678.357117,7.0879302,-2.6167419,-678.151489,6.81365395,-3.13041067,-678.061523,6.48138475,-3.35256672,-677.643799,6.40672112,-3.23692441,-677.043945,6.58800125,-3.17776632,-676.516541,6.35501432,-2.87552476,-676.335388,6.24490833,-2.99559164,-676.310486,6.72220755,-3.08443618,-676.473999,6.95194483,-3.31745577,-676.747314
708,7.83382416,-3.12731242,-679.832336,7.68894339,-3.18522143,-680.266968,7.53613091,-2.74762988,-680.294312,7.09173536,-2.62034726,-680.083313,6.81902599,-3.13203692,-679.995239,6.48983049,-3.35493255,-679.574951,6.41806841,-3.23787427,-678.974548,6.59711552,-3.18204045,-678.445679,6.36011076,-2.88403177,-678.26532,6.25198603,-3.0035677,-678.238342,6.72785902,-3.09124351,-678.40332,6.96107721,-3.32193971,-678.677734
709,7.83279991,-3.13060045,-681.780579,7.69016838,-3.18839169,-682.211182,7.53783512,-2.75053835,-682.234253,7.09557962,-2.62403536,-682.017944,6.82440615,-3.13362741,-681.931641,6.49828815,-3.35726523,-681.508789,6.42943573,-3.23881888,-680.907837,6.6062274,-3.18632078,-680.377563,6.36519337,-2.89254594,-680.197937,6.2590909,-3.01152611,-680.168945,6.73349857,-3.09807086,-680.335388,6.97020388,-3.32641029,-680.61084
710,7.83176327,-3.1338768,-683.731628,7.69135666,-3.19154835,-684.158081,7.53950262,-2.75346804,-684.17688,7.09946251,-2.62780595,-683.955322,6.82979441,-3.13518405,-683.870789,6.50675678,-3.3595655,-683.445374,6.44082117,-3.23975873,-682.843872,6.61533689,-3.19060802,-682.312195,6.37026358,-2.90106606,-682.133301,6.26622248,-3.01946688,-682.102295,6.73912621,-3.10491753,-682.270142,6.97932291,-3.33086777,-682.546631
711,7.8307128,-3.13714099,-685.685425,7.69250727,-3.19469237,-686.107666,7.54113388,-2.75641847,-686.122253,7.10338402,-2.63165593,-685.895447,6.83519125,-3.13670659,-685.812622,6.51523733,-3.361835,-685.384644,6.45222425,-3.24069428,-684.782593,6.62444353,-3.1949029,-684.249573,6.37532139,-2.90959239,-684.071411,6.2733798,-3.02738929,-684.038391,6.74474239,-3.11178422,-684.207642,6.98843527,-3.33531165,-684.485107
712,7.82964993,-3.14039302,-687.641968,7.69362068,-3.19782352,-688.059937,7.54272938,-2.75938964,-688.070312,7.10734272,-2.63558555,-687.838379,6.84059477,-3.13819599,-687.75708,6.52373075,-3.36407256,-687.326599,6.46364689,-3.24162555,-686.72406,6.63354635,-3.19920659,-686.189697,6.38036776,-2.91812444,-686.012268,6.2805624,-3.0352931,-685.977295,6.75034761,-3.1186707,-686.147888,6.99754095,-3.33974171,-686.42627
713,7.82857513,-3.14363289,-689.601257,7.69469786,-3.20094204,-690.014893,7.54428911,-2.76238108,-690.021118,7.11133862,-2.63959312,-689.784058,6.84600592,-3.13965321,-689.704224,6.53223562,-3.36627984,-689.27124,6.47508717,-3.242553,-688.668213,6.64264584,-3.20351744,-688.132629,6.38540316,-2.92666197,-687.955811,6.28777075,-3.04317856,-687.918945,6.75594282,-3.12557697,-688.090881,7.006639,-3.34415841,-688.370117
714,7.82748747,-3.14685965,-691.563293,7.69573879,-3.20404792,-691.972534,7.54581404,-2.76539278,-691.974609,7.1153717,-2.64367652,-691.732483,6.85142565,-3.14107966,-691.654053,6.54075003,-3.36845779,-691.218628,6.48654461,-3.24347782,-690.615051,6.65174246,-3.20783639,-690.078247,6.39042854,-2.93520427,-689.9021,6.29500389,-3.05104566,-689.863342,6.76152754,-3.13250232,-690.036621,7.0157299,-3.34856129,-690.31665
715,7.82638884,-3.15007377,-693.528076,7.69674444,-3.20714068,-693.932922,7.54730511,-2.76842284,-693.930847,7.11944199,-2.64783382,-693.683655,6.85685301,-3.14247561,-693.606567,6.5492754,-3.37060833,-693.168701,6.49801779,-3.24440074,-692.564636,6.66083479,-3.21216464,-692.026611,6.39544487,-2.9437511,-691.851135,6.3022604,-3.05889392,-691.810486,6.76710224,-3.13944721,-691.985107,7.02481365,-3.35295033,-692.265869
716,7.82527828,-3.15327454,-695.495605,7.69771481,-3.21021962,-695.895996,7.54876328,-2.77147245,-695.889771,7.12354803,-2.6520648,-695.637634,6.86228657,-3.14384222,-695.561768,6.55781269,-3.37273002,-695.12146,6.50950861,-3.24532175,-694.516907,6.6699214,-3.21650267,-693.977783,6.40045214,-2.95230198,-693.802856,6.30954075,-3.06672359,-693.760376,6.77266788,-3.14641118,-693.93634,7.03388977,-3.35732579,-694.217773
717,7.82415724,-3.15646243,-697.465881,7.69864988,-3.21328545,-697.861755,7.55018806,-2.77453995,-697.85144,7.12768936,-2.65636778,-697.59436,6.8677268,-3.14518023,-697.519653,6.56636,-3.374825,-697.076904,6.52101612,-3.24624181,-696.471924,6.67900467,-3.22084999,-695.931641,6.40545225,-2.96085596,-695.757324,6.31684494,-3.07453418,-695.713074,6.77822495,-3.15339375,-695.89032,7.04295635,-3.36168814,-696.172363
718,7.8230257,-3.15963697,-699.438904,7.69955111,-3.21633744,-699.8302,7.55158043,-2.77762508,-699.815796,7.13186646,-2.66074181,-699.553894,6.87317371,-3.14649105,-699.480225,6.57491684,-3.376894,-699.035034,6.53253889,-3.24716091,-698.429626,6.68808317,-3.22520685,-697.888245,6.41044521,-2.96941304,-697.714539,6.3241725,-3.08232594,-697.668518,6.7837739,-3.16039491,-697.847046,7.05201435,-3.36603713,-698.129639
719,7.82188368,-3.16279793,-701.414673,7.700418,-3.21937633,-701.801331,7.55294085,-2.78072834,-701.782837,7.13607788,-2.66518474,-701.516174,6.8786273,-3.14777541,-701.443481,6.5834837,-3.37893724,-700.995911,6.5440774,-3.24807954,-700.390076,6.69715738,-3.22957373,-699.847595,6.41543198,-2.97797298,-699.6745,6.33152103,-3.09009838,-699.626709,6.78931427,-3.1674149,-699.806519,7.06106424,-3.3703723,-700.0896
720,7.82073307,-3.16594601,-703.393188,7.70125198,-3.22240186,-703.775208,7.55426884,-2.78384829,-703.752625,7.14032269,-2.66969633,-703.481262,6.88408661,-3.14903426,-703.409424,6.59206152,-3.38095474,-702.959473,6.55563164,-3.24899817,-702.35321,6.70622444,-3.23395014,-701.809753,6.42041302,-2.98653555,-701.637146,6.33889294,-3.09785223,-701.587708,6.79484797,-3.17445326,-701.768738,7.07010412,-3.37469459,-702.052246
721,7.81957388,-3.1690805,-705.374451,7.70205355,-3.22541261,-705.75177,7.55556631,-2.78698444,-705.725159,7.14460087,-2.67427373,-705.449097,6.88955212,-3.15026879,-705.378052,6.60064697,-3.38294911,-704.92572,6.56720018,-3.24991798,-704.319092,6.71528769,-3.23833728,-703.774597,6.42538929,-2.99509954,-703.602539,6.34628582,-3.10558724,-703.551453,6.80037451,-3.18150949,-703.733704,7.07913494,-3.37900329,-704.017639
722,7.81840515,-3.17220068,-707.358459,7.70282173,-3.22840953,-707.731018,7.55683374,-2.79013777,-707.700378,7.14891195,-2.67891765,-707.419739,6.89502239,-3.1514802,-707.349365,6.60924339,-3.38491869,-706.894653,6.57878399,-3.25083876,-706.287659,6.72434425,-3.24273467,-705.742249,6.43036222,-3.00366521,-705.570679,6.35370016,-3.11330342,-705.517944,6.80589485,-3.18858409,-705.701416,7.08815575,-3.3832984,-705.985718
723,7.81722736,-3.17530727,-709.345215,7.70355749,-3.23139358,-709.712952,7.55807066,-2.79330707,-709.678345,7.15325499,-2.68362498,-709.393127,6.90049839,-3.15266895,-709.323364,6.61784887,-3.3868649,-708.866272,6.59038305,-3.25176096,-708.258972,6.7333951,-3.24714255,-707.712646,6.43533182,-3.01223183,-707.541504,6.36113501,-3.12100077,-707.487244,6.81140947,-3.19567609,-707.671875,7.09716606,-3.38758016,-707.956482
724,7.81604099,-3.17839932,-711.334717,7.70426178,-3.23436332,-711.697571,7.55927944,-2.7964921,-711.658997,7.15762997,-2.68839264,-711.369324,6.90598059,-3.15383625,-711.300049,6.62646198,-3.38879108,-710.840637,6.60199499,-3.25268555,-710.232971,6.74244022,-3.25156069,-709.68573,6.44029903,-3.02079916,-709.515076,6.36859083,-3.12867951,-709.45929,6.81691885,-3.20278573,-709.645081,7.10616541,-3.39184856,-709.929932
725,7.81484652,-3.18147731,-713.326965,7.70493412,-3.23731995,-713.684875,7.56045914,-2.79969287,-713.642334,7.16203499,-2.69322133,-713.348267,6.91146755,-3.15498304,-713.279358,6.63508606,-3.39069486,-712.817688,6.61362028,-3.25361228,-712.209656,6.75147724,-3.25599027,-711.661621,6.44526529,-3.02936649,-711.491394,6.37606621,-3.13633943,-711.434082,6.82242393,-3.20991278,-711.621033,7.11515379,-3.39610362,-711.906067
726,7.81364584,-3.18454123,-715.321899,7.7055769,-3.24026179,-715.674866,7.56161022,-2.80290818,-715.628418,7.16647053,-2.6981101,-715.330017,6.91695833,-3.15611076,-715.261353,6.64371824,-3.39257741,-714.797424,6.62525892,-3.25454259,-714.189087,6.76050758,-3.26043105,-713.640259,6.45023108,-3.03793287,-713.470398,6.38356161,-3.14398026,-713.411682,6.82792521,-3.21705699,-713.59967,7.12412977,-3.40034604,-713.884888
727,7.81243706,-3.18759036,-717.31958,7.70618868,-3.24319005,-717.667542,7.5627346,-2.80613828,-717.617188,7.17093563,-2.70305419,-717.314575,6.92245579,-3.15721989,-717.246033,6.65235758,-3.39444184,-716.779846,6.63690948,-3.25547671,-716.171204,6.76953125,-3.26488304,-715.621582,6.45519733,-3.04649854,-715.452148,6.39107561,-3.15160251,-715.392029,6.83342218,-3.22421837,-715.581055,7.13309479,-3.40457487,-715.866394
728,7.81122112,-3.19062519,-719.320007,7.70676994,-3.24610496,-719.662964,7.56383181,-2.80938339,-719.608704,7.17542934,-2.70805478,-719.30188,6.92795753,-3.15831161,-719.233398,6.6610074,-3.3962853,-718.764954,6.64857292,-3.25641489,-718.156067,6.77854586,-3.26934671,-717.605713,6.46016502,-3.05506301,-717.436646,6.39860725,-3.15920639,-717.375122,6.83891582,-3.23139668,-717.565186,7.14204884,-3.40879011,-717.850586
729,7.80999851,-3.19364524,-721.323181,7.70732212,-3.24900508,-721.661072,7.56490326,-2.81264257,-721.602905,7.17995167,-2.71310973,-721.291992,6.93346405,-3.15938711,-721.22345,6.66966343,-3.39811158,-720.752808,6.6602478,-3.2573576,-720.143616,6.78755331,-3.27382112,-719.59259,6.46513462,-3.06362557,-719.423828,6.40615702,-3.1667912,-719.360962,6.84440708,-3.23859191,-719.552063,7.15099049,-3.412992,-719.837463
730,7.80877018,-3.19665098,-723.329102,7.70784521,-3.25189114,-723.661865,7.56594801,-2.81591558,-723.599854,7.18450117,-2.7182188,-723.284851,6.9389739,-3.1604476,-723.216187,6.67832851,-3.39991856,-722.743347,6.67193508,-3.25830531,-722.133911,6.79655266,-3.27830768,-721.582214,6.47010708,-3.07218575,-721.413757,6.4137249,-3.17435741,-721.349609,6.84989643,-3.24580359,-721.541687,7.15991879,-3.41718102,-721.827026
731,7.80753613,-3.19964147,-725.337769,7.70834017,-3.25476241,-725.665344,7.56696844,-2.81920147,-725.599487,7.18907738,-2.72337747,-725.280518,6.94448948,-3.16149378,-725.211609,6.68700123,-3.40171075,-724.736572,6.68363142,-3.25925899,-724.126892,6.80554295,-3.28280616,-723.574585,6.4750843,-3.08074307,-723.406433,6.42130947,-3.18190527,-723.341003,6.85538483,-3.25303173,-723.534058,7.16883421,-3.42135668,-723.819275
732,7.8062973,-3.20261717,-727.349182,7.70880747,-3.2576189,-727.671509,7.5679636,-2.82250094,-727.601807,7.19367886,-2.72858644,-727.278992,6.95000744,-3.16252732,-727.209717,6.69568348,-3.40348506,-726.732483,6.6953392,-3.26021886,-726.122559,6.81452274,-3.2873168,-725.569702,6.4800663,-3.08929682,-725.401855,6.42891073,-3.18943501,-725.335205,6.86087227,-3.26027584,-725.529175,7.17773628,-3.42551947,-725.814209
733,7.80505276,-3.20557785,-729.363342,7.70924616,-3.26046228,-729.680359,7.56893539,-2.82581353,-729.606873,7.19830561,-2.73384261,-729.280273,6.95553064,-3.16354799,-729.210449,6.70437288,-3.40524459,-728.73114,6.70705652,-3.26118541,-728.120972,6.82349443,-3.29183936,-727.567566,6.48505402,-3.09784698,-727.399963,6.43652678,-3.19694591,-727.332153,6.86635923,-3.26753616,-727.527039,7.18662596,-3.4296689,-727.81189
734,7.80380297,-3.20852304,-731.380188,7.70965815,-3.26329112,-731.691895,7.5698843,-2.82913971,-731.614624,7.20295668,-2.73914576,-731.284302,6.96105719,-3.16455817,-731.213867,6.71306944,-3.40698838,-730.732483,6.71878386,-3.26215911,-730.12207,6.83245611,-3.29637408,-729.568176,6.49004841,-3.10639262,-729.400818,6.44415855,-3.20443916,-729.331848,6.8718462,-3.27481174,-729.527649,7.1955018,-3.43380523,-729.812256
735,7.80254889,-3.2114532,-733.39978,7.71004343,-3.26610565,-733.706116,7.57081032,-2.832479,-733.625122,7.20763159,-2.74449396,-733.291138,6.96658754,-3.16555786,-733.219971,6.72177458,-3.40871739,-732.736511,6.73051977,-3.26314044,-732.125854,6.84140682,-3.30092144,-731.571533,6.49505043,-3.11493301,-731.404419,6.45180559,-3.21191382,-731.334351,6.87733412,-3.2821033,-731.531006,7.20436335,-3.43792868,-731.815308
736,7.80129099,-3.2143681,-735.422119,7.71040249,-3.26890588,-735.723083,7.57171392,-2.83583021,-735.638306,7.21232891,-2.74988532,-735.300781,6.97212124,-3.16654897,-735.22876,6.73048687,-3.4104321,-734.743225,6.7422657,-3.26412964,-734.132385,6.85034657,-3.30548096,-733.577637,6.50006056,-3.12346816,-733.410706,6.45946741,-3.21937108,-733.3396,6.88282347,-3.28940988,-733.537109,7.21321011,-3.44203949,-733.821045
737,7.80002975,-3.21726799,-737.447205,7.7107358,-3.2716918,-737.742737,7.5725956,-2.83919334,-737.654236,7.21704817,-2.75531816,-737.313171,6.97765875,-3.16753197,-737.240234,6.73920822,-3.41213346,-736.752625,6.75401878,-3.2651279,-736.141602,6.85927343,-3.31005216,-735.586487,6.50508022,-3.13199759,-735.419739,6.46714449,-3.22681141,-735.347595,6.8883152,-3.29673123,-735.545898,7.22204161,-3.44613791,-735.829468
738,7.79876566,-3.22015214,-739.474976,7.71104431,-3.27446246,-739.765076,7.57345581,-2.84256864,-739.672852,7.22178936,-2.76079321,-739.328369,6.98319864,-3.16850853,-739.254395,6.74793482,-3.41382217,-738.764771,6.76578093,-3.2661345,-738.153503,6.86818981,-3.31463528,-737.598083,6.51011038,-3.14052057,-737.431519,6.4748354,-3.23423362,-737.358398,6.89380932,-3.30406809,-737.557434,7.23085785,-3.45022345,-737.840576
739,7.79749727,-3.22302032,-741.505493,7.71132708,-3.2772193,-741.7901,7.57429695,-2.84595656,-741.694153,7.2265501,-2.76630545,-741.346375,6.98874235,-3.16947865,-741.27124,6.75667095,-3.41549897,-740.779602,6.77754974,-3.26715159,-740.168152,6.87709284,-3.31923175,-739.612427,6.51515198,-3.14903617,-739.445984,6.48253918,-3.24163842,-739.371948,6.89930677,-3.31141949,-739.571716,7.23965883,-3.45429611,-739.85437
740,7.79622698,-3.22587323,-743.538757,7.71158552,-3.27996111,-743.81781,7.57511806,-2.84935594,-743.718201,7.23133039,-2.77185512,-743.367188,6.99428892,-3.17044401,-743.290771,6.76541376,-3.41716433,-742.797119,6.78932619,-3.2681787,-742.185486,6.88598347,-3.32384014,-741.629517,6.52020597,-3.15754485,-741.463196,6.49025536,-3.2490263,-741.388245,6.90480804,-3.31878543,-741.588745,7.24844408,-3.4583559,-741.87085
741,7.79495335,-3.22871065,-745.574768,7.7118187,-3.28268957,-745.848206,7.57591963,-2.85276794,-745.744934,7.23612881,-2.77744174,-745.390747,6.9998374,-3.17140579,-745.312927,6.77416563,-3.4188168,-744.817322,6.80110979,-3.26921582,-744.205566,6.89485979,-3.32846117,-743.649353,6.52527332,-3.16604495,-743.483154,6.49798441,-3.25639725,-743.407349,6.91031361,-3.32616568,-743.608521,7.25721359,-3.4624033,-743.890015
742,7.79367876,-3.23153257,-747.613525,7.71202946,-3.28540277,-747.881287,7.57670212,-2.85619092,-747.774414,7.24094534,-2.78306341,-747.417114,7.00538874,-3.17236495,-747.337769,6.78292465,-3.42045879,-746.84021,6.81289911,-3.27026415,-746.228333,6.90372181,-3.33309388,-745.671997,6.5303545,-3.17453647,-745.505798,6.50572491,-3.26375198,-745.429199,6.91582394,-3.33355975,-745.631042,7.26596785,-3.46643806,-745.911865
743,7.79240179,-3.23433828,-749.654968,7.71221685,-3.28810167,-749.917114,7.57746792,-2.85962534,-749.80658,7.24577904,-2.78871584,-749.446289,7.01094389,-3.17332244,-749.365295,6.79168892,-3.42209339,-748.865845,6.82469273,-3.27132511,-748.253784,6.91257095,-3.33773875,-747.697388,6.53545141,-3.18301797,-747.531189,6.51347733,-3.27109027,-747.453857,6.92134047,-3.34096718,-747.656311,7.27470493,-3.47046065,-747.936401
744,7.79112434,-3.23712802,-751.699158,7.71238184,-3.29078507,-751.955627,7.57821608,-2.86307073,-751.841431,7.25062895,-2.7943995,-751.478271,7.01650143,-3.17427945,-751.395508,6.80045795,-3.42371917,-750.894165,6.83649158,-3.27239776,-750.281921,6.92140627,-3.34239531,-749.725525,6.54056358,-3.19149017,-749.559326,6.52124119,-3.27841282,-749.481262,6.92686272,-3.34838796,-749.684326,7.28342533,-3.47447109,-749.963623
745,7.78984642,-3.23990226,-753.746094,7.71252441,-3.29345369,-753.996826,7.57894802,-2.86652684,-753.879028,7.25549364,-2.80011225,-753.513,7.02206182,-3.17523646,-753.428406,6.80923414,-3.42533708,-752.925171,6.84829426,-3.27348351,-752.312805,6.93022585,-3.34706426,-751.756409,6.54569292,-3.19995141,-751.59021,6.52901554,-3.28571963,-751.511414,6.93239117,-3.35582161,-751.715088,7.29212952,-3.47846913,-751.993591
746,7.78856754,-3.24266028,-755.795715,7.71264553,-3.29610753,-756.04071,7.57966328,-2.86999393,-755.919312,7.26037312,-2.80585432,-755.550537,7.02762461,-3.17619491,-755.463989,6.81801653,-3.42694712,-754.958862,6.86010075,-3.27458286,-754.346375,6.93903017,-3.35174513,-753.790039,6.55084085,-3.20840096,-753.623779,6.53680038,-3.29301047,-753.544373,6.93792725,-3.36326814,-753.748535,7.30081558,-3.48245549,-754.026245
747,7.78728819,-3.24540234,-757.848083,7.71274519,-3.29874611,-758.08728,7.58036375,-2.87347198,-757.96228,7.26526499,-2.81162238,-757.590881,7.03318977,-3.17715621,-757.502258,6.82680511,-3.42854977,-756.995239,6.87191153,-3.2756958,-756.382629,6.94781828,-3.35643816,-755.826416,6.55600786,-3.21683908,-755.660095,6.54459524,-3.30028629,-755.580078,6.94347143,-3.3707273,-755.784729,7.309484,-3.48642969,-756.061584
748,7.78600931,-3.24812841,-759.903198,7.71282387,-3.30136991,-760.136536,7.58104897,-2.87696052,-760.007996,7.27016926,-2.81741619,-759.634033,7.03875732,-3.17812109,-759.543213,6.83559895,-3.43014598,-759.034363,6.88372517,-3.27682304,-758.421631,6.95659018,-3.36114264,-757.86554,6.5611949,-3.22526479,-757.699158,6.55240059,-3.30754662,-757.61853,6.94902468,-3.37819934,-757.823669,7.31813335,-3.49039221,-758.099609
749,7.78473043,-3.25083828,-761.960999,7.71288157,-3.30397964,-762.188477,7.58171988,-2.88046074,-762.056396,7.27508593,-2.82323456,-761.679993,7.04432678,-3.17909002,-761.586853,6.84439945,-3.43173504,-761.076172,6.89554167,-3.27796483,-760.463318,6.96534443,-3.36585903,-759.90741,6.56640291,-3.23367691,-759.740967,6.560215,-3.31479216,-759.65979,6.95458746,-3.38568354,-759.865356,7.32676411,-3.49434328,-760.14032
750,7.78345156,-3.25353193,-764.021545,7.71291828,-3.3065753,-764.243103,7.58237743,-2.88397145,-764.107544,7.28001261,-2.82907391,-763.728699,7.04989958,-3.18006396,-763.633179,6.85320663,-3.43331861,-763.120667,6.90736008,-3.27912235,-762.50769,6.97408009,-3.37058663,-761.952026,6.57163239,-3.24207592,-761.785461,6.56803894,-3.32202315,-761.703796,6.96016026,-3.39317989,-761.90979,7.33537674,-3.49828267,-762.183716
751,7.78217363,-3.25620914,-766.084839,7.71293592,-3.30915594,-766.300415,7.58302212,-2.88749337,-766.161377,7.28494883,-2.83493471,-765.780212,7.0554738,-3.18104458,-765.682129,6.86201954,-3.43489647,-765.167847,6.91918039,-3.28029537,-764.55481,6.98279715,-3.37532592,-763.99939,6.57688475,-3.25046062,-763.832703,6.57587099,-3.32924032,-763.75061,6.96574306,-3.40068769,-763.95697,7.34397125,-3.50221038,-764.229797
752,7.78089809,-3.25887036,-768.150818,7.71293449,-3.31172156,-768.360474,7.5836544,-2.89102483,-768.217896,7.2898941,-2.84081388,-767.834534,7.06105137,-3.18203259,-767.733765,6.87083769,-3.43647194,-767.217773,6.93099976,-3.28148556,-766.604614,6.99149561,-3.38007545,-766.0495,6.58216143,-3.25883031,-765.88269,6.5837121,-3.33644342,-765.800171,6.97133636,-3.40820718,-766.006897,7.35254669,-3.50612664,-766.278564
753,7.77962351,-3.26151514,-770.219543,7.71291399,-3.3142724,-770.423218,7.58427477,-2.89456773,-770.277161,7.29484797,-2.84671259,-769.891663,7.06663036,-3.18302894,-769.788086,6.87966204,-3.43804145,-769.270386,6.94282007,-3.28269219,-768.657104,7.00017309,-3.38483667,-768.102356,6.58746338,-3.26718402,-767.935425,6.59156084,-3.34363294,-767.852478,6.97694159,-3.41573739,-768.05957,7.36110258,-3.51003242,-768.330017
754,7.77835178,-3.26414418,-772.290955,7.71287537,-3.31680799,-772.488647,7.58488321,-2.89812088,-772.339111,7.29980946,-2.85262942,-771.951599,7.07221079,-3.18403506,-771.845093,6.88849258,-3.43960643,-771.325684,6.95463943,-3.28391671,-770.71228,7.00882959,-3.38960862,-770.15802,6.59279108,-3.27552128,-769.990845,6.59941769,-3.35080934,-769.907593,6.98255873,-3.42327857,-770.114929,7.3696394,-3.51392698,-770.384155
755,7.77708244,-3.26675701,-774.365112,7.71281815,-3.31932926,-774.556763,7.58548164,-2.90168405,-774.403748,7.30477715,-2.85856032,-774.014282,7.07779455,-3.18505096,-773.904785,6.89732838,-3.44116902,-773.383667,6.96645784,-3.28515959,-772.770203,7.01746559,-3.39439154,-772.216431,6.59814548,-3.28384161,-772.049011,6.60728121,-3.35797286,-771.965454,6.98818779,-3.43083048,-772.173035,7.37815762,-3.51781034,-772.44104
756,7.77581596,-3.26935339,-776.442017,7.71274376,-3.32183528,-776.627563,7.58607006,-2.90525699,-776.47113,7.3097496,-2.86450529,-776.079773,7.08338022,-3.18607855,-775.967163,6.90616846,-3.44273019,-775.444336,6.97827387,-3.28642154,-774.830811,7.02608061,-3.39918423,-774.277588,6.60352755,-3.29214406,-774.109924,6.61515284,-3.36512399,-774.026062,6.99383116,-3.43839264,-774.233887,7.38665485,-3.52168298,-774.50061
757,7.77455235,-3.27193332,-778.521606,7.71265221,-3.32432652,-778.70105,7.58664846,-2.90884066,-778.541199,7.31472683,-2.87046409,-778.148071,7.0889678,-3.18711853,-778.032227,6.91501379,-3.44428825,-777.507751,6.99008751,-3.28770232,-776.894104,7.03467274,-3.40398741,-776.341492,6.60893917,-3.30042744,-776.173584,6.62303209,-3.37226248,-776.089478,6.99948883,-3.44596481,-776.297485,7.39513111,-3.52554584,-776.562866
758,7.77329159,-3.27449656,-780.603943,7.71254301,-3.32680345,-780.777222,7.58721876,-2.91243482,-780.614014,7.31970739,-2.87643218,-780.219177,7.09455872,-3.18817115,-780.099976,6.92386293,-3.44584632,-779.573853,7.00189924,-3.28900242,-778.960144,7.04324293,-3.40880013,-778.408142,6.61437941,-3.30869293,-778.239929,6.6309185,-3.37938929,-778.15564,7.00516081,-3.45354676,-778.363831,7.40358686,-3.5293982,-778.627808
759,7.77203417,-3.27704358,-782.688965,7.71241713,-3.32926607,-782.856079,7.58778095,-2.91603923,-782.689514,7.3246913,-2.88241053,-782.293091,7.10015202,-3.18923759,-782.17041,6.93271732,-3.44740319,-781.642639,7.01370621,-3.2903235,-781.02887,7.05178881,-3.41362214,-780.477539,6.61985111,-3.31693816,-780.309021,6.63881207,-3.38650513,-780.224548,7.01084852,-3.46113777,-780.432922,7.41202116,-3.53324056,-780.695435
760,7.77078152,-3.27957416,-784.776733,7.71227551,-3.33171368,-784.937622,7.58833504,-2.91965461,-784.7677,7.32967758,-2.88839912,-784.369751,7.10574675,-3.19031978,-784.24353,6.94157553,-3.4489584,-783.714172,7.02550888,-3.29166532,-783.100281,7.06031084,-3.41845345,-782.549683,6.62535477,-3.32516193,-782.380859,6.64671183,-3.39360952,-782.296265,7.01655149,-3.46873832,-782.504761,7.42043495,-3.5370729,-782.765747
761,7.76953316,-3.28208828,-786.867188,7.71211815,-3.33414674,-787.021912,7.58888197,-2.92328024,-786.848572,7.33466434,-2.89439511,-786.449219,7.11134386,-3.19141817,-786.319275,6.95043993,-3.45051312,-785.788391,7.03730583,-3.29302931,-785.174377,7.06880665,-3.42329407,-784.624573,6.6308918,-3.33336425,-784.455444,6.65461826,-3.40070343,-784.370728,7.02227068,-3.47634745,-784.579285,7.42882824,-3.54089522,-784.838745
762,7.76829052,-3.28458643,-788.960388,7.71194601,-3.33656383,-789.108887,7.5894227,-2.92691565,-788.93219,7.33965158,-2.90039754,-788.531494,7.11694336,-3.19253325,-788.397766,6.95930767,-3.45206857,-787.865295,7.04909706,-3.294415,-787.251221,7.07727671,-3.42814326,-786.702271,6.63646173,-3.3415451,-786.532776,6.66253138,-3.40778661,-786.447937,7.02800655,-3.4839654,-786.656555,7.43719959,-3.54470825,-786.914429
763,7.76705265,-3.28706789,-791.056335,7.71175861,-3.33896661,-791.198547,7.58995724,-2.93056083,-791.018494,7.34463787,-2.90640545,-790.616577,7.12254477,-3.19366646,-790.478882,6.96818018,-3.45362473,-789.944885,7.06088114,-3.29582381,-789.33075,7.08572006,-3.43300152,-788.782715,6.64206696,-3.34970188,-788.612854,6.67045069,-3.41485953,-788.527954,7.03376102,-3.49159193,-788.736572,7.44554853,-3.54851222,-788.992859
